example_id	pair_id	condition	lexeme_id	source_form	source_cell	target_cell	target_features	target_form	analysis__root_id	analysis__root	analysis__root_orthographic	analysis__orthographic_root_group_id	analysis__root_length	analysis__binyan	analysis__root_binyan_key	analysis__structural_class	analysis__structural_signature	analysis__traditional_class	analysis__sc_strong	analysis__sc_final_he	analysis__sc_hollow_candidate	analysis__sc_initial_nun	analysis__sc_initial_yod_waw	analysis__sc_geminate	analysis__sc_guttural_containing	analysis__sc_quadriliteral	analysis__lemma_vocalized	analysis__lexeme_quality_tier	analysis__source_form_quality_tier	analysis__target_form_quality_tier	analysis__example_quality_tier	analysis__eligible_default	analysis__source_form_id	analysis__target_form_id	analysis__source_ids	analysis__lexeme_source_primary	analysis__target_is_syncretic	analysis__target_syncretism_group	analysis__target_same_form_past_cells	analysis__source_equals_target	analysis__target_form_length
PR:unv:LX-d8afb5b1e7:PST.3MSG>PST.2FPL	LX-d8afb5b1e7:PST.3MSG>PST.2FPL	unv	LX-d8afb5b1e7	הכריח	PST.3MSG	PST.2FPL	PST,2,PL,FEM	הכרחתן	RT-ca4f9bcb1d	כרח	כרח	RG-ca4f9bcb1d	3	HIFIL	RT-ca4f9bcb1d|HIFIL	guttural_containing	C.R.X		False	False	False	False	False	False	True	False	הִכְרִיחַ	SILVER	SILVER	SILVER	SILVER	True	LX-d8afb5b1e7.PST.3MSG	LX-d8afb5b1e7.PST.2FPL	heb_voc:17281|heb:18397|heb_voc:17288|heb:18396	unimorph_heb	False		PST.2FPL	False	6
PR:unv:LX-d8afb5b1e7:PST.3MSG>PST.3PL	LX-d8afb5b1e7:PST.3MSG>PST.3PL	unv	LX-d8afb5b1e7	הכריח	PST.3MSG	PST.3PL	PST,3,PL	הכריחו	RT-ca4f9bcb1d	כרח	כרח	RG-ca4f9bcb1d	3	HIFIL	RT-ca4f9bcb1d|HIFIL	guttural_containing	C.R.X		False	False	False	False	False	False	True	False	הִכְרִיחַ	SILVER	SILVER	SILVER	SILVER	True	LX-d8afb5b1e7.PST.3MSG	LX-d8afb5b1e7.PST.3PL	heb_voc:17281|heb:18397|heb_voc:17283|heb:18399	unimorph_heb	True	LX-d8afb5b1e7:U2	PST.3PL	False	6
PR:voc:LX-d8afb5b1e7:PST.3MSG>PST.1SG	LX-d8afb5b1e7:PST.3MSG>PST.1SG	voc	LX-d8afb5b1e7	הִכְרִיחַ	PST.3MSG	PST.1SG	PST,1,SG	הִכְרַחְתִּי	RT-ca4f9bcb1d	כרח	כרח	RG-ca4f9bcb1d	3	HIFIL	RT-ca4f9bcb1d|HIFIL	guttural_containing	C.R.X		False	False	False	False	False	False	True	False	הִכְרִיחַ	SILVER	SILVER	SILVER	SILVER	True	LX-d8afb5b1e7.PST.3MSG	LX-d8afb5b1e7.PST.1SG	heb_voc:17281|heb:18397|heb_voc:17286|heb:18394	unimorph_heb	False		PST.1SG	False	12
PR:voc:LX-d8afb5b1e7:PST.3MSG>PST.2MSG	LX-d8afb5b1e7:PST.3MSG>PST.2MSG	voc	LX-d8afb5b1e7	הִכְרִיחַ	PST.3MSG	PST.2MSG	PST,2,SG,MASC	הִכְרַחְתָּ	RT-ca4f9bcb1d	כרח	כרח	RG-ca4f9bcb1d	3	HIFIL	RT-ca4f9bcb1d|HIFIL	guttural_containing	C.R.X		False	False	False	False	False	False	True	False	הִכְרִיחַ	SILVER	SILVER	SILVER	SILVER	True	LX-d8afb5b1e7.PST.3MSG	LX-d8afb5b1e7.PST.2MSG	heb_voc:17281|heb:18397|heb_voc:17289|heb:18392	unimorph_heb	False		PST.2MSG	False	11
PR:voc:LX-d8afb5b1e7:PST.3MSG>PST.2FSG	LX-d8afb5b1e7:PST.3MSG>PST.2FSG	voc	LX-d8afb5b1e7	הִכְרִיחַ	PST.3MSG	PST.2FSG	PST,2,SG,FEM	הִכְרַחְתְּ	RT-ca4f9bcb1d	כרח	כרח	RG-ca4f9bcb1d	3	HIFIL	RT-ca4f9bcb1d|HIFIL	guttural_containing	C.R.X		False	False	False	False	False	False	True	False	הִכְרִיחַ	SILVER	SILVER	SILVER	SILVER	True	LX-d8afb5b1e7.PST.3MSG	LX-d8afb5b1e7.PST.2FSG	heb_voc:17281|heb:18397|heb_voc:17285|heb:18393	unimorph_heb	False		PST.2FSG	False	11
PR:voc:LX-d8afb5b1e7:PST.3MSG>PST.3FSG	LX-d8afb5b1e7:PST.3MSG>PST.3FSG	voc	LX-d8afb5b1e7	הִכְרִיחַ	PST.3MSG	PST.3FSG	PST,3,SG,FEM	הִכְרִיחָה	RT-ca4f9bcb1d	כרח	כרח	RG-ca4f9bcb1d	3	HIFIL	RT-ca4f9bcb1d|HIFIL	guttural_containing	C.R.X		False	False	False	False	False	False	True	False	הִכְרִיחַ	SILVER	SILVER	SILVER	SILVER	True	LX-d8afb5b1e7.PST.3MSG	LX-d8afb5b1e7.PST.3FSG	heb_voc:17281|heb:18397|heb_voc:17282|heb:18398	unimorph_heb	False		PST.3FSG	False	10
PR:voc:LX-d8afb5b1e7:PST.3MSG>PST.1PL	LX-d8afb5b1e7:PST.3MSG>PST.1PL	voc	LX-d8afb5b1e7	הִכְרִיחַ	PST.3MSG	PST.1PL	PST,1,PL	הִכְרַחְנוּ	RT-ca4f9bcb1d	כרח	כרח	RG-ca4f9bcb1d	3	HIFIL	RT-ca4f9bcb1d|HIFIL	guttural_containing	C.R.X		False	False	False	False	False	False	True	False	הִכְרִיחַ	SILVER	SILVER	SILVER	SILVER	True	LX-d8afb5b1e7.PST.3MSG	LX-d8afb5b1e7.PST.1PL	heb_voc:17281|heb:18397|heb_voc:17284|heb:18391	unimorph_heb	False		PST.1PL	False	11
PR:voc:LX-d8afb5b1e7:PST.3MSG>PST.2MPL	LX-d8afb5b1e7:PST.3MSG>PST.2MPL	voc	LX-d8afb5b1e7	הִכְרִיחַ	PST.3MSG	PST.2MPL	PST,2,PL,MASC	הִכְרַחְתֶּם	RT-ca4f9bcb1d	כרח	כרח	RG-ca4f9bcb1d	3	HIFIL	RT-ca4f9bcb1d|HIFIL	guttural_containing	C.R.X		False	False	False	False	False	False	True	False	הִכְרִיחַ	SILVER	SILVER	SILVER	SILVER	True	LX-d8afb5b1e7.PST.3MSG	LX-d8afb5b1e7.PST.2MPL	heb_voc:17281|heb:18397|heb_voc:17287|heb:18395	unimorph_heb	False		PST.2MPL	False	12
PR:voc:LX-d8afb5b1e7:PST.3MSG>PST.2FPL	LX-d8afb5b1e7:PST.3MSG>PST.2FPL	voc	LX-d8afb5b1e7	הִכְרִיחַ	PST.3MSG	PST.2FPL	PST,2,PL,FEM	הִכְרַחְתֶּן	RT-ca4f9bcb1d	כרח	כרח	RG-ca4f9bcb1d	3	HIFIL	RT-ca4f9bcb1d|HIFIL	guttural_containing	C.R.X		False	False	False	False	False	False	True	False	הִכְרִיחַ	SILVER	SILVER	SILVER	SILVER	True	LX-d8afb5b1e7.PST.3MSG	LX-d8afb5b1e7.PST.2FPL	heb_voc:17281|heb:18397|heb_voc:17288|heb:18396	unimorph_heb	False		PST.2FPL	False	12
PR:voc:LX-d8afb5b1e7:PST.3MSG>PST.3PL	LX-d8afb5b1e7:PST.3MSG>PST.3PL	voc	LX-d8afb5b1e7	הִכְרִיחַ	PST.3MSG	PST.3PL	PST,3,PL	הִכְרִיחוּ	RT-ca4f9bcb1d	כרח	כרח	RG-ca4f9bcb1d	3	HIFIL	RT-ca4f9bcb1d|HIFIL	guttural_containing	C.R.X		False	False	False	False	False	False	True	False	הִכְרִיחַ	SILVER	SILVER	SILVER	SILVER	True	LX-d8afb5b1e7.PST.3MSG	LX-d8afb5b1e7.PST.3PL	heb_voc:17281|heb:18397|heb_voc:17283|heb:18399	unimorph_heb	False		PST.3PL	False	10
PR:unv:LX-d8d15a72aa:PST.3MSG>PST.1SG	LX-d8d15a72aa:PST.3MSG>PST.1SG	unv	LX-d8d15a72aa	החכים	PST.3MSG	PST.1SG	PST,1,SG	החכמתי	RT-06667d87ff	חכמ	חכמ	RG-06667d87ff	3	HIFIL	RT-06667d87ff|HIFIL	guttural_containing	X.C.C		False	False	False	False	False	False	True	False	הֶחְכִּים	SILVER	SILVER	SILVER	SILVER	True	LX-d8d15a72aa.PST.3MSG	LX-d8d15a72aa.PST.1SG	heb_voc:21883|heb:17839|heb_voc:21888|heb:17850	unimorph_heb	False		PST.1SG	False	6
PR:unv:LX-d8d15a72aa:PST.3MSG>PST.2MSG	LX-d8d15a72aa:PST.3MSG>PST.2MSG	unv	LX-d8d15a72aa	החכים	PST.3MSG	PST.2MSG	PST,2,SG,MASC	החכמת	RT-06667d87ff	חכמ	חכמ	RG-06667d87ff	3	HIFIL	RT-06667d87ff|HIFIL	guttural_containing	X.C.C		False	False	False	False	False	False	True	False	הֶחְכִּים	SILVER	SILVER	SILVER	SILVER	True	LX-d8d15a72aa.PST.3MSG	LX-d8d15a72aa.PST.2MSG	heb_voc:21883|heb:17839|heb_voc:21891|heb:17848	unimorph_heb	True	LX-d8d15a72aa:U1	PST.2MSG|PST.2FSG	False	5
PR:unv:LX-d8d15a72aa:PST.3MSG>PST.2FSG	LX-d8d15a72aa:PST.3MSG>PST.2FSG	unv	LX-d8d15a72aa	החכים	PST.3MSG	PST.2FSG	PST,2,SG,FEM	החכמת	RT-06667d87ff	חכמ	חכמ	RG-06667d87ff	3	HIFIL	RT-06667d87ff|HIFIL	guttural_containing	X.C.C		False	False	False	False	False	False	True	False	הֶחְכִּים	SILVER	SILVER	SILVER	SILVER	True	LX-d8d15a72aa.PST.3MSG	LX-d8d15a72aa.PST.2FSG	heb_voc:21883|heb:17839|heb_voc:21887|heb:17849	unimorph_heb	True	LX-d8d15a72aa:U1	PST.2MSG|PST.2FSG	False	5
PR:unv:LX-d8d15a72aa:PST.3MSG>PST.3FSG	LX-d8d15a72aa:PST.3MSG>PST.3FSG	unv	LX-d8d15a72aa	החכים	PST.3MSG	PST.3FSG	PST,3,SG,FEM	החכימה	RT-06667d87ff	חכמ	חכמ	RG-06667d87ff	3	HIFIL	RT-06667d87ff|HIFIL	guttural_containing	X.C.C		False	False	False	False	False	False	True	False	הֶחְכִּים	SILVER	SILVER	SILVER	SILVER	True	LX-d8d15a72aa.PST.3MSG	LX-d8d15a72aa.PST.3FSG	heb_voc:21883|heb:17839|heb_voc:21884|heb:17840	unimorph_heb	False		PST.3FSG	False	6
PR:unv:LX-d8d15a72aa:PST.3MSG>PST.1PL	LX-d8d15a72aa:PST.3MSG>PST.1PL	unv	LX-d8d15a72aa	החכים	PST.3MSG	PST.1PL	PST,1,PL	החכמנו	RT-06667d87ff	חכמ	חכמ	RG-06667d87ff	3	HIFIL	RT-06667d87ff|HIFIL	guttural_containing	X.C.C		False	False	False	False	False	False	True	False	הֶחְכִּים	SILVER	SILVER	SILVER	SILVER	True	LX-d8d15a72aa.PST.3MSG	LX-d8d15a72aa.PST.1PL	heb_voc:21883|heb:17839|heb_voc:21886|heb:17847	unimorph_heb	False		PST.1PL	False	6
PR:unv:LX-d8d15a72aa:PST.3MSG>PST.2MPL	LX-d8d15a72aa:PST.3MSG>PST.2MPL	unv	LX-d8d15a72aa	החכים	PST.3MSG	PST.2MPL	PST,2,PL,MASC	החכמתם	RT-06667d87ff	חכמ	חכמ	RG-06667d87ff	3	HIFIL	RT-06667d87ff|HIFIL	guttural_containing	X.C.C		False	False	False	False	False	False	True	False	הֶחְכִּים	SILVER	SILVER	SILVER	SILVER	True	LX-d8d15a72aa.PST.3MSG	LX-d8d15a72aa.PST.2MPL	heb_voc:21883|heb:17839|heb_voc:21889|heb:17851	unimorph_heb	False		PST.2MPL	False	6
PR:unv:LX-d8d15a72aa:PST.3MSG>PST.2FPL	LX-d8d15a72aa:PST.3MSG>PST.2FPL	unv	LX-d8d15a72aa	החכים	PST.3MSG	PST.2FPL	PST,2,PL,FEM	החכמתן	RT-06667d87ff	חכמ	חכמ	RG-06667d87ff	3	HIFIL	RT-06667d87ff|HIFIL	guttural_containing	X.C.C		False	False	False	False	False	False	True	False	הֶחְכִּים	SILVER	SILVER	SILVER	SILVER	True	LX-d8d15a72aa.PST.3MSG	LX-d8d15a72aa.PST.2FPL	heb_voc:21883|heb:17839|heb_voc:21890|heb:17852	unimorph_heb	False		PST.2FPL	False	6
PR:unv:LX-d8d15a72aa:PST.3MSG>PST.3PL	LX-d8d15a72aa:PST.3MSG>PST.3PL	unv	LX-d8d15a72aa	החכים	PST.3MSG	PST.3PL	PST,3,PL	החכימו	RT-06667d87ff	חכמ	חכמ	RG-06667d87ff	3	HIFIL	RT-06667d87ff|HIFIL	guttural_containing	X.C.C		False	False	False	False	False	False	True	False	הֶחְכִּים	SILVER	SILVER	SILVER	SILVER	True	LX-d8d15a72aa.PST.3MSG	LX-d8d15a72aa.PST.3PL	heb_voc:21883|heb:17839|heb_voc:21885|heb:17841	unimorph_heb	True	LX-d8d15a72aa:U2	PST.3PL	False	6
PR:voc:LX-d8d15a72aa:PST.3MSG>PST.1SG	LX-d8d15a72aa:PST.3MSG>PST.1SG	voc	LX-d8d15a72aa	הֶחְכִּים	PST.3MSG	PST.1SG	PST,1,SG	הֶחְכַּמְתִּי	RT-06667d87ff	חכמ	חכמ	RG-06667d87ff	3	HIFIL	RT-06667d87ff|HIFIL	guttural_containing	X.C.C		False	False	False	False	False	False	True	False	הֶחְכִּים	SILVER	SILVER	SILVER	SILVER	True	LX-d8d15a72aa.PST.3MSG	LX-d8d15a72aa.PST.1SG	heb_voc:21883|heb:17839|heb_voc:21888|heb:17850	unimorph_heb	False		PST.1SG	False	13
PR:voc:LX-d8d15a72aa:PST.3MSG>PST.2MSG	LX-d8d15a72aa:PST.3MSG>PST.2MSG	voc	LX-d8d15a72aa	הֶחְכִּים	PST.3MSG	PST.2MSG	PST,2,SG,MASC	הֶחְכַּמְתָּ	RT-06667d87ff	חכמ	חכמ	RG-06667d87ff	3	HIFIL	RT-06667d87ff|HIFIL	guttural_containing	X.C.C		False	False	False	False	False	False	True	False	הֶחְכִּים	SILVER	SILVER	SILVER	SILVER	True	LX-d8d15a72aa.PST.3MSG	LX-d8d15a72aa.PST.2MSG	heb_voc:21883|heb:17839|heb_voc:21891|heb:17848	unimorph_heb	False		PST.2MSG	False	12
PR:voc:LX-d8d15a72aa:PST.3MSG>PST.2FSG	LX-d8d15a72aa:PST.3MSG>PST.2FSG	voc	LX-d8d15a72aa	הֶחְכִּים	PST.3MSG	PST.2FSG	PST,2,SG,FEM	הֶחְכַּמְתְּ	RT-06667d87ff	חכמ	חכמ	RG-06667d87ff	3	HIFIL	RT-06667d87ff|HIFIL	guttural_containing	X.C.C		False	False	False	False	False	False	True	False	הֶחְכִּים	SILVER	SILVER	SILVER	SILVER	True	LX-d8d15a72aa.PST.3MSG	LX-d8d15a72aa.PST.2FSG	heb_voc:21883|heb:17839|heb_voc:21887|heb:17849	unimorph_heb	False		PST.2FSG	False	12
PR:voc:LX-d8d15a72aa:PST.3MSG>PST.3FSG	LX-d8d15a72aa:PST.3MSG>PST.3FSG	voc	LX-d8d15a72aa	הֶחְכִּים	PST.3MSG	PST.3FSG	PST,3,SG,FEM	הֶחְכִּימָה	RT-06667d87ff	חכמ	חכמ	RG-06667d87ff	3	HIFIL	RT-06667d87ff|HIFIL	guttural_containing	X.C.C		False	False	False	False	False	False	True	False	הֶחְכִּים	SILVER	SILVER	SILVER	SILVER	True	LX-d8d15a72aa.PST.3MSG	LX-d8d15a72aa.PST.3FSG	heb_voc:21883|heb:17839|heb_voc:21884|heb:17840	unimorph_heb	False		PST.3FSG	False	11
PR:voc:LX-d8d15a72aa:PST.3MSG>PST.1PL	LX-d8d15a72aa:PST.3MSG>PST.1PL	voc	LX-d8d15a72aa	הֶחְכִּים	PST.3MSG	PST.1PL	PST,1,PL	הֶחְכַּמְנוּ	RT-06667d87ff	חכמ	חכמ	RG-06667d87ff	3	HIFIL	RT-06667d87ff|HIFIL	guttural_containing	X.C.C		False	False	False	False	False	False	True	False	הֶחְכִּים	SILVER	SILVER	SILVER	SILVER	True	LX-d8d15a72aa.PST.3MSG	LX-d8d15a72aa.PST.1PL	heb_voc:21883|heb:17839|heb_voc:21886|heb:17847	unimorph_heb	False		PST.1PL	False	12
PR:voc:LX-d8d15a72aa:PST.3MSG>PST.2MPL	LX-d8d15a72aa:PST.3MSG>PST.2MPL	voc	LX-d8d15a72aa	הֶחְכִּים	PST.3MSG	PST.2MPL	PST,2,PL,MASC	הֶחְכַּמְתֶּם	RT-06667d87ff	חכמ	חכמ	RG-06667d87ff	3	HIFIL	RT-06667d87ff|HIFIL	guttural_containing	X.C.C		False	False	False	False	False	False	True	False	הֶחְכִּים	SILVER	SILVER	SILVER	SILVER	True	LX-d8d15a72aa.PST.3MSG	LX-d8d15a72aa.PST.2MPL	heb_voc:21883|heb:17839|heb_voc:21889|heb:17851	unimorph_heb	False		PST.2MPL	False	13
PR:voc:LX-d8d15a72aa:PST.3MSG>PST.2FPL	LX-d8d15a72aa:PST.3MSG>PST.2FPL	voc	LX-d8d15a72aa	הֶחְכִּים	PST.3MSG	PST.2FPL	PST,2,PL,FEM	הֶחְכַּמְתֶּן	RT-06667d87ff	חכמ	חכמ	RG-06667d87ff	3	HIFIL	RT-06667d87ff|HIFIL	guttural_containing	X.C.C		False	False	False	False	False	False	True	False	הֶחְכִּים	SILVER	SILVER	SILVER	SILVER	True	LX-d8d15a72aa.PST.3MSG	LX-d8d15a72aa.PST.2FPL	heb_voc:21883|heb:17839|heb_voc:21890|heb:17852	unimorph_heb	False		PST.2FPL	False	13
PR:voc:LX-d8d15a72aa:PST.3MSG>PST.3PL	LX-d8d15a72aa:PST.3MSG>PST.3PL	voc	LX-d8d15a72aa	הֶחְכִּים	PST.3MSG	PST.3PL	PST,3,PL	הֶחְכִּימוּ	RT-06667d87ff	חכמ	חכמ	RG-06667d87ff	3	HIFIL	RT-06667d87ff|HIFIL	guttural_containing	X.C.C		False	False	False	False	False	False	True	False	הֶחְכִּים	SILVER	SILVER	SILVER	SILVER	True	LX-d8d15a72aa.PST.3MSG	LX-d8d15a72aa.PST.3PL	heb_voc:21883|heb:17839|heb_voc:21885|heb:17841	unimorph_heb	False		PST.3PL	False	11
PR:unv:LX-d91b907eb2:PST.3MSG>PST.1SG	LX-d91b907eb2:PST.3MSG>PST.1SG	unv	LX-d91b907eb2	חלף	PST.3MSG	PST.1SG	PST,1,SG	חלפתי	RT-0d69da4b4b	חלפ	חלפ	RG-0d69da4b4b	3	PAAL	RT-0d69da4b4b|PAAL	guttural_containing	X.C.C		False	False	False	False	False	False	True	False	חָלַף	GOLD	GOLD	GOLD	GOLD	True	LX-d91b907eb2.PST.3MSG	LX-d91b907eb2.PST.1SG	heb_voc:23824|heb:23971|heb_voc:23827|heb:23979	unimorph_heb	False		PST.1SG	False	5
PR:unv:LX-d91b907eb2:PST.3MSG>PST.2MSG	LX-d91b907eb2:PST.3MSG>PST.2MSG	unv	LX-d91b907eb2	חלף	PST.3MSG	PST.2MSG	PST,2,SG,MASC	חלפת	RT-0d69da4b4b	חלפ	חלפ	RG-0d69da4b4b	3	PAAL	RT-0d69da4b4b|PAAL	guttural_containing	X.C.C		False	False	False	False	False	False	True	False	חָלַף	GOLD	GOLD	GOLD	GOLD	True	LX-d91b907eb2.PST.3MSG	LX-d91b907eb2.PST.2MSG	heb_voc:23824|heb:23971|heb_voc:23828|heb:23977	unimorph_heb	True	LX-d91b907eb2:U1	PST.2MSG|PST.2FSG	False	4
PR:unv:LX-d91b907eb2:PST.3MSG>PST.2FSG	LX-d91b907eb2:PST.3MSG>PST.2FSG	unv	LX-d91b907eb2	חלף	PST.3MSG	PST.2FSG	PST,2,SG,FEM	חלפת	RT-0d69da4b4b	חלפ	חלפ	RG-0d69da4b4b	3	PAAL	RT-0d69da4b4b|PAAL	guttural_containing	X.C.C		False	False	False	False	False	False	True	False	חָלַף	GOLD	GOLD	GOLD	GOLD	True	LX-d91b907eb2.PST.3MSG	LX-d91b907eb2.PST.2FSG	heb_voc:23824|heb:23971|heb_voc:23826|heb:23978	unimorph_heb	True	LX-d91b907eb2:U1	PST.2MSG|PST.2FSG	False	4
PR:unv:LX-d91b907eb2:PST.3MSG>PST.3FSG	LX-d91b907eb2:PST.3MSG>PST.3FSG	unv	LX-d91b907eb2	חלף	PST.3MSG	PST.3FSG	PST,3,SG,FEM	חלפה	RT-0d69da4b4b	חלפ	חלפ	RG-0d69da4b4b	3	PAAL	RT-0d69da4b4b|PAAL	guttural_containing	X.C.C		False	False	False	False	False	False	True	False	חָלַף	GOLD	GOLD	GOLD	GOLD	True	LX-d91b907eb2.PST.3MSG	LX-d91b907eb2.PST.3FSG	heb_voc:23824|heb:23971|heb_voc:23822|heb:23972	unimorph_heb	False		PST.3FSG	False	4
PR:unv:LX-d91b907eb2:PST.3MSG>PST.1PL	LX-d91b907eb2:PST.3MSG>PST.1PL	unv	LX-d91b907eb2	חלף	PST.3MSG	PST.1PL	PST,1,PL	חלפנו	RT-0d69da4b4b	חלפ	חלפ	RG-0d69da4b4b	3	PAAL	RT-0d69da4b4b|PAAL	guttural_containing	X.C.C		False	False	False	False	False	False	True	False	חָלַף	GOLD	GOLD	GOLD	GOLD	True	LX-d91b907eb2.PST.3MSG	LX-d91b907eb2.PST.1PL	heb_voc:23824|heb:23971|heb_voc:23825|heb:23976	unimorph_heb	False		PST.1PL	False	5
PR:unv:LX-d91b907eb2:PST.3MSG>PST.2MPL	LX-d91b907eb2:PST.3MSG>PST.2MPL	unv	LX-d91b907eb2	חלף	PST.3MSG	PST.2MPL	PST,2,PL,MASC	חלפתם	RT-0d69da4b4b	חלפ	חלפ	RG-0d69da4b4b	3	PAAL	RT-0d69da4b4b|PAAL	guttural_containing	X.C.C		False	False	False	False	False	False	True	False	חָלַף	GOLD	GOLD	GOLD	GOLD	True	LX-d91b907eb2.PST.3MSG	LX-d91b907eb2.PST.2MPL	heb_voc:23824|heb:23971|heb_voc:23816|heb:23980	unimorph_heb	False		PST.2MPL	False	5
PR:unv:LX-d91b907eb2:PST.3MSG>PST.2FPL	LX-d91b907eb2:PST.3MSG>PST.2FPL	unv	LX-d91b907eb2	חלף	PST.3MSG	PST.2FPL	PST,2,PL,FEM	חלפתן	RT-0d69da4b4b	חלפ	חלפ	RG-0d69da4b4b	3	PAAL	RT-0d69da4b4b|PAAL	guttural_containing	X.C.C		False	False	False	False	False	False	True	False	חָלַף	GOLD	GOLD	GOLD	GOLD	True	LX-d91b907eb2.PST.3MSG	LX-d91b907eb2.PST.2FPL	heb_voc:23824|heb:23971|heb_voc:23817|heb:23981	unimorph_heb	False		PST.2FPL	False	5
PR:unv:LX-d91b907eb2:PST.3MSG>PST.3PL	LX-d91b907eb2:PST.3MSG>PST.3PL	unv	LX-d91b907eb2	חלף	PST.3MSG	PST.3PL	PST,3,PL	חלפו	RT-0d69da4b4b	חלפ	חלפ	RG-0d69da4b4b	3	PAAL	RT-0d69da4b4b|PAAL	guttural_containing	X.C.C		False	False	False	False	False	False	True	False	חָלַף	GOLD	GOLD	GOLD	GOLD	True	LX-d91b907eb2.PST.3MSG	LX-d91b907eb2.PST.3PL	heb_voc:23824|heb:23971|heb_voc:23823|heb:23973	unimorph_heb	True	LX-d91b907eb2:U2	PST.3PL	False	4
PR:voc:LX-d91b907eb2:PST.3MSG>PST.1SG	LX-d91b907eb2:PST.3MSG>PST.1SG	voc	LX-d91b907eb2	חָלַף	PST.3MSG	PST.1SG	PST,1,SG	חָלַפְתִּי	RT-0d69da4b4b	חלפ	חלפ	RG-0d69da4b4b	3	PAAL	RT-0d69da4b4b|PAAL	guttural_containing	X.C.C		False	False	False	False	False	False	True	False	חָלַף	GOLD	GOLD	GOLD	GOLD	True	LX-d91b907eb2.PST.3MSG	LX-d91b907eb2.PST.1SG	heb_voc:23824|heb:23971|heb_voc:23827|heb:23979	unimorph_heb	False		PST.1SG	False	10
PR:voc:LX-d91b907eb2:PST.3MSG>PST.2MSG	LX-d91b907eb2:PST.3MSG>PST.2MSG	voc	LX-d91b907eb2	חָלַף	PST.3MSG	PST.2MSG	PST,2,SG,MASC	חָלַפְתָּ	RT-0d69da4b4b	חלפ	חלפ	RG-0d69da4b4b	3	PAAL	RT-0d69da4b4b|PAAL	guttural_containing	X.C.C		False	False	False	False	False	False	True	False	חָלַף	GOLD	GOLD	GOLD	GOLD	True	LX-d91b907eb2.PST.3MSG	LX-d91b907eb2.PST.2MSG	heb_voc:23824|heb:23971|heb_voc:23828|heb:23977	unimorph_heb	False		PST.2MSG	False	9
PR:voc:LX-d91b907eb2:PST.3MSG>PST.2FSG	LX-d91b907eb2:PST.3MSG>PST.2FSG	voc	LX-d91b907eb2	חָלַף	PST.3MSG	PST.2FSG	PST,2,SG,FEM	חָלַפְתְּ	RT-0d69da4b4b	חלפ	חלפ	RG-0d69da4b4b	3	PAAL	RT-0d69da4b4b|PAAL	guttural_containing	X.C.C		False	False	False	False	False	False	True	False	חָלַף	GOLD	GOLD	GOLD	GOLD	True	LX-d91b907eb2.PST.3MSG	LX-d91b907eb2.PST.2FSG	heb_voc:23824|heb:23971|heb_voc:23826|heb:23978	unimorph_heb	False		PST.2FSG	False	9
PR:voc:LX-d91b907eb2:PST.3MSG>PST.3FSG	LX-d91b907eb2:PST.3MSG>PST.3FSG	voc	LX-d91b907eb2	חָלַף	PST.3MSG	PST.3FSG	PST,3,SG,FEM	חָלְפָה	RT-0d69da4b4b	חלפ	חלפ	RG-0d69da4b4b	3	PAAL	RT-0d69da4b4b|PAAL	guttural_containing	X.C.C		False	False	False	False	False	False	True	False	חָלַף	GOLD	GOLD	GOLD	GOLD	True	LX-d91b907eb2.PST.3MSG	LX-d91b907eb2.PST.3FSG	heb_voc:23824|heb:23971|heb_voc:23822|heb:23972	unimorph_heb	False		PST.3FSG	False	7
PR:voc:LX-d91b907eb2:PST.3MSG>PST.1PL	LX-d91b907eb2:PST.3MSG>PST.1PL	voc	LX-d91b907eb2	חָלַף	PST.3MSG	PST.1PL	PST,1,PL	חָלַפְנוּ	RT-0d69da4b4b	חלפ	חלפ	RG-0d69da4b4b	3	PAAL	RT-0d69da4b4b|PAAL	guttural_containing	X.C.C		False	False	False	False	False	False	True	False	חָלַף	GOLD	GOLD	GOLD	GOLD	True	LX-d91b907eb2.PST.3MSG	LX-d91b907eb2.PST.1PL	heb_voc:23824|heb:23971|heb_voc:23825|heb:23976	unimorph_heb	False		PST.1PL	False	9
PR:voc:LX-d91b907eb2:PST.3MSG>PST.2MPL	LX-d91b907eb2:PST.3MSG>PST.2MPL	voc	LX-d91b907eb2	חָלַף	PST.3MSG	PST.2MPL	PST,2,PL,MASC	חֲלַפְתֶּם	RT-0d69da4b4b	חלפ	חלפ	RG-0d69da4b4b	3	PAAL	RT-0d69da4b4b|PAAL	guttural_containing	X.C.C		False	False	False	False	False	False	True	False	חָלַף	GOLD	GOLD	GOLD	GOLD	True	LX-d91b907eb2.PST.3MSG	LX-d91b907eb2.PST.2MPL	heb_voc:23824|heb:23971|heb_voc:23816|heb:23980	unimorph_heb	False		PST.2MPL	False	10
PR:voc:LX-d91b907eb2:PST.3MSG>PST.2FPL	LX-d91b907eb2:PST.3MSG>PST.2FPL	voc	LX-d91b907eb2	חָלַף	PST.3MSG	PST.2FPL	PST,2,PL,FEM	חֲלַפְתֶּן	RT-0d69da4b4b	חלפ	חלפ	RG-0d69da4b4b	3	PAAL	RT-0d69da4b4b|PAAL	guttural_containing	X.C.C		False	False	False	False	False	False	True	False	חָלַף	GOLD	GOLD	GOLD	GOLD	True	LX-d91b907eb2.PST.3MSG	LX-d91b907eb2.PST.2FPL	heb_voc:23824|heb:23971|heb_voc:23817|heb:23981	unimorph_heb	False		PST.2FPL	False	10
